scenario_id,rule_name,event_id,lot_id,operation_id,operation_seq,tool_id,queue_start_time,start_time,end_time,queue_time,run_time
baseline,EDD,EVT000121,L0022,L0022_OP002,2,T03,2.5,34.3667,34.6167,31.8667,0.25
baseline,EDD,EVT000122,L0056,L0056_OP001,1,T08,30.0,36.45,37.0833,6.45,0.6333
baseline,EDD,EVT000123,L0007,L0007_OP003,3,T04,38.0833,38.0833,39.7,0.0,1.6167
baseline,EDD,EVT000124,L0071,L0071_OP006,6,T06,23.9335,36.8667,37.2,12.9332,0.3333
baseline,EDD,EVT000125,L0041,L0041_OP009,9,T11,36.8334,37.25,37.9167,0.4166,0.6667
baseline,EDD,EVT000126,L0066,L0066_OP007,7,T13,38.2167,38.2167,38.65,0.0,0.4333
baseline,EDD,EVT000127,L0046,L0046_OP004,4,T14,36.45,37.5999,38.0499,1.1499,0.45
baseline,EDD,EVT000128,L0051,L0051_OP008,8,T10,37.5999,37.9167,38.4834,0.3168,0.5667
baseline,EDD,EVT000129,L0013,L0013_OP001,1,T01,4.0,38.0833,38.8333,34.0833,0.75
baseline,EDD,EVT000130,L0001,L0001_OP009,9,T00,42.6166,42.6166,44.0499,0.0,1.4333
baseline,EDD,EVT000131,L0059,L0059_OP003,3,T12,39.8666,39.8666,40.2333,0.0,0.3667
baseline,EDD,EVT000132,L0011,L0011_OP007,7,T02,36.8667,40.9999,42.3666,4.1332,1.3667
baseline,EDD,EVT000133,L0019,L0019_OP001,1,T09,16.0,41.5333,42.6666,25.5333,1.1333
baseline,EDD,EVT000134,L0021,L0021_OP008,8,T07,36.2667,42.6166,43.0499,6.3499,0.4333
baseline,EDD,EVT000135,L0036,L0036_OP006,6,T05,34.1,34.1,34.65,0.0,0.55
baseline,EDD,EVT000136,L0001,L0001_OP010,10,T03,44.0499,44.0499,45.5832,0.0,1.5333
baseline,EDD,EVT000137,L0076,L0076_OP001,1,T08,30.0,37.0833,37.3333,7.0833,0.25
baseline,EDD,EVT000138,L0006,L0006_OP004,4,T06,25.0002,37.2,38.3,12.1998,1.1
baseline,EDD,EVT000139,L0061,L0061_OP008,8,T11,37.3499,37.9167,38.2,0.5668,0.2833
baseline,EDD,EVT000140,L0071,L0071_OP007,7,T14,37.2,38.0499,38.3499,0.8499,0.3
baseline,EDD,EVT000141,L0048,L0048_OP003,3,T10,34.8833,38.4834,39.1167,3.6001,0.6333
baseline,EDD,EVT000142,L0029,L0029_OP001,1,T13,16.0,38.65,39.1833,22.65,0.5333
baseline,EDD,EVT000143,L0021,L0021_OP009,9,T01,43.0499,43.0499,43.5499,0.0,0.5
baseline,EDD,EVT000144,L0067,L0067_OP005,5,T04,38.2333,39.7,40.2333,1.4667,0.5333
baseline,EDD,EVT000145,L0041,L0041_OP010,10,T12,37.9167,40.2333,40.7833,2.3166,0.55
baseline,EDD,EVT000146,L0016,L0016_OP004,4,T02,33.1167,42.3666,43.9499,9.2499,1.5833
baseline,EDD,EVT000147,L0046,L0046_OP005,5,T09,38.0499,42.6666,42.8499,4.6167,0.1833
baseline,EDD,EVT000148,L0031,L0031_OP005,5,T07,36.65,43.0499,43.4666,6.3999,0.4167
baseline,EDD,EVT000149,L0011,L0011_OP008,8,T00,42.3666,44.0499,45.5999,1.6833,1.55
baseline,EDD,EVT000150,L0021,L0021_OP010,10,T05,43.5499,43.5499,44.0666,0.0,0.5167
baseline,EDD,EVT000151,L0031,L0031_OP006,6,T08,43.4666,43.4666,43.6833,0.0,0.2167
baseline,EDD,EVT000152,L0068,L0068_OP004,4,T11,41.5333,41.5333,42.0333,0.0,0.5
baseline,EDD,EVT000153,L0026,L0026_OP006,6,T06,35.1667,38.3,38.8833,3.1333,0.5833
baseline,EDD,EVT000154,L0042,L0042_OP003,3,T14,35.6167,38.3499,38.6666,2.7332,0.3167
baseline,EDD,EVT000155,L0061,L0061_OP009,9,T10,38.2,39.1167,39.4167,0.9167,0.3
baseline,EDD,EVT000156,L0016,L0016_OP005,5,T04,43.9499,43.9499,45.0332,0.0,1.0833
baseline,EDD,EVT000157,L0056,L0056_OP002,2,T12,37.0833,40.7833,41.0666,3.7,0.2833
baseline,EDD,EVT000158,L0011,L0011_OP009,9,T09,45.5999,45.5999,45.9999,0.0,0.4
baseline,EDD,EVT000159,L0051,L0051_OP009,9,T07,38.4834,43.4666,43.8499,4.9832,0.3833
baseline,EDD,EVT000160,L0041,L0041_OP011,11,T01,40.7833,43.5499,44.0666,2.7666,0.5167
baseline,EDD,EVT000161,L0066,L0066_OP008,8,T02,38.65,43.9499,44.4666,5.2999,0.5167
baseline,EDD,EVT000162,L0007,L0007_OP004,4,T03,39.7,45.5832,47.1832,5.8832,1.6
baseline,EDD,EVT000163,L0057,L0057_OP003,3,T00,34.3667,45.5999,46.1499,11.2332,0.55
baseline,EDD,EVT000164,L0041,L0041_OP012,12,T14,44.0666,44.0666,44.5666,0.0,0.5
baseline,EDD,EVT000165,L0046,L0046_OP006,6,T06,42.8499,42.8499,43.2666,0.0,0.4167
baseline,EDD,EVT000166,L0068,L0068_OP005,5,T13,42.0333,42.0333,42.7,0.0,0.6667
baseline,EDD,EVT000167,L0057,L0057_OP004,4,T10,46.1499,46.1499,46.3832,0.0,0.2333
baseline,EDD,EVT000168,L0061,L0061_OP010,10,T12,39.4167,41.0666,41.2499,1.6499,0.1833
baseline,EDD,EVT000169,L0021,L0021_OP011,11,T11,44.0666,44.0666,44.3666,0.0,0.3
baseline,EDD,EVT000170,L0051,L0051_OP010,10,T08,43.8499,43.8499,44.1666,0.0,0.3167
baseline,EDD,EVT000171,L0071,L0071_OP008,8,T07,38.3499,43.8499,44.0832,5.5,0.2333
baseline,EDD,EVT000172,L0026,L0026_OP007,7,T05,38.8833,44.0666,44.7333,5.1833,0.6667
baseline,EDD,EVT000173,L0011,L0011_OP010,10,T01,45.9999,45.9999,47.0999,0.0,1.1
baseline,EDD,EVT000174,L0065,L0065_OP001,1,T02,8.0,44.4666,45.0499,36.4666,0.5833
baseline,EDD,EVT000175,L0008,L0008_OP001,1,T04,14.0,45.0332,46.6665,31.0332,1.6333
baseline,EDD,EVT000176,L0059,L0059_OP004,4,T09,40.2333,45.9999,46.5832,5.7666,0.5833
baseline,EDD,EVT000177,L0072,L0072_OP003,3,T00,37.9167,46.1499,46.5166,8.2332,0.3667
baseline,EDD,EVT000178,L0056,L0056_OP003,3,T03,41.0666,47.1832,47.4165,6.1166,0.2333
baseline,EDD,EVT000179,L0022,L0022_OP003,3,T12,34.6167,41.2499,41.5832,6.6332,0.3333
baseline,EDD,EVT000180,L0056,L0056_OP004,4,T13,47.4165,47.4165,47.6998,0.0,0.2833
baseline,EDD,EVT000181,L0052,L0052_OP001,1,T06,22.0,43.2666,43.7999,21.2666,0.5333
baseline,EDD,EVT000182,L0013,L0013_OP002,2,T07,38.8333,44.0832,44.8499,5.2499,0.7667
baseline,EDD,EVT000183,L0006,L0006_OP005,5,T08,38.3,44.1666,45.4999,5.8666,1.3333
baseline,EDD,EVT000184,L0066,L0066_OP009,9,T11,44.4666,44.4666,44.9333,0.0,0.4667
baseline,EDD,EVT000185,L0021,L0021_OP012,12,T14,44.3666,44.5666,44.8333,0.2,0.2667
baseline,EDD,EVT000186,L0046,L0046_OP007,7,T05,43.2666,44.7333,44.9666,1.4667,0.2333
baseline,EDD,EVT000187,L0061,L0061_OP011,11,T02,41.2499,45.0499,45.4332,3.8,0.3833
baseline,EDD,EVT000188,L0026,L0026_OP008,8,T10,44.7333,46.3832,46.9832,1.6499,0.6
baseline,EDD,EVT000189,L0007,L0007_OP005,5,T00,47.1832,47.1832,48.7665,0.0,1.5833
baseline,EDD,EVT000190,L0024,L0024_OP001,1,T09,6.0,46.5832,46.9165,40.5832,0.3333
baseline,EDD,EVT000191,L0018,L0018_OP001,1,T04,14.0,46.6665,46.9998,32.6665,0.3333
baseline,EDD,EVT000192,L0071,L0071_OP009,9,T01,44.0832,47.0999,47.4166,3.0167,0.3167
baseline,EDD,EVT000193,L0041,L0041_OP013,13,T03,44.5666,47.4165,47.9832,2.8499,0.5667
baseline,EDD,EVT000194,L0060,L0060_OP002,2,T12,38.2,41.5832,41.9999,3.3832,0.4167
baseline,EDD,EVT000195,L0047,L0047_OP001,1,T06,12.0,43.7999,44.4499,31.7999,0.65
baseline,EDD,EVT000196,L0031,L0031_OP007,7,T14,43.6833,44.8333,45.0666,1.15,0.2333
baseline,EDD,EVT000197,L0066,L0066_OP010,10,T07,44.9333,44.9333,45.5333,0.0,0.6
baseline,EDD,EVT000198,L0022,L0022_OP004,4,T11,41.5832,44.9333,45.25,3.3501,0.3167
baseline,EDD,EVT000199,L0041,L0041_OP014,14,T05,47.9832,47.9832,48.4165,0.0,0.4333
baseline,EDD,EVT000200,L0051,L0051_OP011,11,T02,44.1666,45.4332,45.9165,1.2666,0.4833
baseline,EDD,EVT000201,L0036,L0036_OP007,7,T08,34.65,45.4999,45.9166,10.8499,0.4167
baseline,EDD,EVT000202,L0040,L0040_OP001,1,T09,38.0,46.9165,47.4332,8.9165,0.5167
baseline,EDD,EVT000203,L0069,L0069_OP002,2,T10,31.5833,46.9832,47.2499,15.3999,0.2667
baseline,EDD,EVT000204,L0046,L0046_OP008,8,T04,44.9666,46.9998,47.1998,2.0332,0.2
baseline,EDD,EVT000205,L0016,L0016_OP006,6,T01,45.0332,47.4166,48.8499,2.3834,1.4333
baseline,EDD,EVT000206,L0021,L0021_OP013,13,T13,44.8333,47.6998,48.3498,2.8665,0.65
baseline,EDD,EVT000207,L0061,L0061_OP012,12,T03,45.4332,47.9832,48.1999,2.55,0.2167
baseline,EDD,EVT000208,L0038,L0038_OP003,3,T00,34.6,48.7665,48.9665,14.1665,0.2
baseline,EDD,EVT000209,L0045,L0045_OP001,1,T12,8.0,41.9999,42.5332,33.9999,0.5333
baseline,EDD,EVT000210,L0016,L0016_OP007,7,T06,48.8499,48.8499,49.2166,0.0,0.3667
baseline,EDD,EVT000211,L0069,L0069_OP003,3,T14,47.2499,47.2499,47.5832,0.0,0.3333
baseline,EDD,EVT000212,L0029,L0029_OP002,2,T11,39.1833,45.25,45.7333,6.0667,0.4833
baseline,EDD,EVT000213,L0041,L0041_OP015,15,T07,48.4165,48.4165,48.6332,0.0,0.2167
baseline,EDD,EVT000214,L0071,L0071_OP010,10,T02,47.4166,47.4166,47.6999,0.0,0.2833
baseline,EDD,EVT000215,L0077,L0077_OP003,3,T08,32.4667,45.9166,46.5333,13.4499,0.6167
baseline,EDD,EVT000216,L0031,L0031_OP008,8,T04,45.0666,47.1998,47.5331,2.1332,0.3333
baseline,EDD,EVT000217,L0021,L0021_OP014,14,T10,48.3498,48.3498,48.6665,0.0,0.3167
baseline,EDD,EVT000218,L0035,L0035_OP001,1,T09,28.0,47.4332,47.7832,19.4332,0.35
baseline,EDD,EVT000219,L0026,L0026_OP009,9,T03,46.9832,48.1999,48.5832,1.2167,0.3833
baseline,EDD,EVT000220,L0036,L0036_OP008,8,T13,45.9166,48.3498,48.7498,2.4332,0.4
baseline,EDD,EVT000221,L0076,L0076_OP002,2,T05,37.3333,48.4165,48.8832,11.0832,0.4667
baseline,EDD,EVT000222,L0051,L0051_OP012,12,T01,45.9165,48.8499,49.2166,2.9334,0.3667
baseline,EDD,EVT000223,L0061,L0061_OP013,13,T00,48.1999,48.9665,49.2165,0.7666,0.25
baseline,EDD,EVT000224,L0021,L0021_OP015,15,T12,48.6665,48.6665,49.0998,0.0,0.4333
baseline,EDD,EVT000225,L0025,L0025_OP001,1,T11,8.0,45.7333,46.1166,37.7333,0.3833
baseline,EDD,EVT000226,L0016,L0016_OP008,8,T08,49.2166,49.2166,50.1833,0.0,0.9667
baseline,EDD,EVT000227,L0071,L0071_OP011,11,T04,47.6999,47.6999,48.1499,0.0,0.45
baseline,EDD,EVT000228,L0059,L0059_OP005,5,T14,46.5832,47.5832,47.9165,1.0,0.3333
baseline,EDD,EVT000229,L0006,L0006_OP006,6,T02,45.4999,47.6999,49.0332,2.2,1.3333
baseline,EDD,EVT000230,L0076,L0076_OP003,3,T09,48.8832,48.8832,49.2999,0.0,0.4167
baseline,EDD,EVT000231,L0031,L0031_OP009,9,T03,47.5331,48.5832,49.0332,1.0501,0.45
baseline,EDD,EVT000232,L0061,L0061_OP014,14,T07,49.2165,49.2165,49.3998,0.0,0.1833
baseline,EDD,EVT000233,L0036,L0036_OP009,9,T10,48.7498,48.7498,49.1331,0.0,0.3833
baseline,EDD,EVT000234,L0037,L0037_OP002,2,T05,32.4167,48.8832,49.1332,16.4665,0.25
baseline,EDD,EVT000235,L0063,L0063_OP001,1,T00,4.0,49.2165,49.7165,45.2165,0.5
baseline,EDD,EVT000236,L0022,L0022_OP005,5,T01,45.25,49.2166,49.6166,3.9666,0.4
baseline,EDD,EVT000237,L0067,L0067_OP006,6,T06,40.2333,49.2166,49.6833,8.9833,0.4667
baseline,EDD,EVT000238,L0044,L0044_OP001,1,T14,6.0,47.9165,48.2832,41.9165,0.3667
baseline,EDD,EVT000239,L0066,L0066_OP011,11,T04,45.5333,48.1499,48.7832,2.6166,0.6333
baseline,EDD,EVT000240,L0022,L0022_OP006,6,T13,49.6166,49.6166,49.8666,0.0,0.25
baseline,EDD,EVT000241,L0026,L0026_OP010,10,T02,48.5832,49.0332,49.4665,0.45,0.4333
baseline,EDD,EVT000242,L0036,L0036_OP010,10,T03,49.1331,49.1331,49.7331,0.0,0.6
baseline,EDD,EVT000243,L0051,L0051_OP013,13,T12,49.2166,49.2166,49.4999,0.0,0.2833
baseline,EDD,EVT000244,L0057,L0057_OP005,5,T05,46.3832,49.1332,49.5832,2.75,0.45
baseline,EDD,EVT000245,L0061,L0061_OP015,15,T09,49.3998,49.3998,49.9831,0.0,0.5833
baseline,EDD,EVT000246,L0006,L0006_OP007,7,T07,49.0332,49.3998,50.5498,0.3666,1.15
baseline,EDD,EVT000247,L0053,L0053_OP003,3,T01,34.4501,49.6166,50.2333,15.1665,0.6167
baseline,EDD,EVT000248,L0076,L0076_OP004,4,T06,49.2999,49.6833,50.2166,0.3834,0.5333
baseline,EDD,EVT000249,L0016,L0016_OP009,9,T00,50.1833,50.1833,51.5166,0.0,1.3333
baseline,EDD,EVT000250,L0007,L0007_OP006,6,T08,48.7665,50.1833,51.8,1.4168,1.6167
baseline,EDD,EVT000251,L0045,L0045_OP002,2,T14,42.5332,48.2832,48.5332,5.75,0.25
baseline,EDD,EVT000252,L0051,L0051_OP014,14,T04,49.4999,49.4999,50.0499,0.0,0.55
baseline,EDD,EVT000253,L0022,L0022_OP007,7,T10,49.8666,49.8666,50.3333,0.0,0.4667
baseline,EDD,EVT000254,L0046,L0046_OP009,9,T02,47.1998,49.4665,49.9165,2.2667,0.45
baseline,EDD,EVT000255,L0002,L0002_OP001,1,T05,2.0,49.5832,50.7832,47.5832,1.2
baseline,EDD,EVT000256,L0077,L0077_OP004,4,T03,46.5333,49.7331,49.9664,3.1998,0.2333
baseline,EDD,EVT000257,L0025,L0025_OP002,2,T13,46.1166,49.8666,50.1999,3.75,0.3333
baseline,EDD,EVT000258,L0031,L0031_OP010,10,T09,49.0332,49.9831,50.3998,0.9499,0.4167
baseline,EDD,EVT000259,L0013,L0013_OP003,3,T06,44.8499,50.2166,50.5833,5.3667,0.3667
baseline,EDD,EVT000260,L0066,L0066_OP012,12,T01,48.7832,50.2333,50.5833,1.4501,0.35
baseline,EDD,EVT000261,L0016,L0016_OP010,10,T07,51.5166,51.5166,52.5999,0.0,1.0833
baseline,EDD,EVT000262,L0009,L0009_OP001,1,T00,16.0,51.5166,53.0833,35.5166,1.5667
baseline,EDD,EVT000263,L0047,L0047_OP002,2,T08,44.4499,51.8,52.4333,7.3501,0.6333
baseline,EDD,EVT000264,L0046,L0046_OP010,10,T11,49.9165,49.9165,50.3498,0.0,0.4333
baseline,EDD,EVT000265,L0066,L0066_OP013,13,T14,50.5833,50.5833,51.0,0.0,0.4167
baseline,EDD,EVT000266,L0036,L0036_OP011,11,T02,49.7331,49.9165,50.3998,0.1834,0.4833
baseline,EDD,EVT000267,L0002,L0002_OP002,2,T03,50.7832,50.7832,51.6165,0.0,0.8333
baseline,EDD,EVT000268,L0026,L0026_OP011,11,T04,49.4665,50.0499,50.2999,0.5834,0.25
baseline,EDD,EVT000269,L0031,L0031_OP011,11,T13,50.3998,50.3998,50.9165,0.0,0.5167
baseline,EDD,EVT000270,L0077,L0077_OP005,5,T10,49.9664,50.3333,50.7,0.3669,0.3667
baseline,EDD,EVT000271,L0051,L0051_OP015,15,T09,50.0499,50.3998,51.0498,0.3499,0.65
baseline,EDD,EVT000272,L0076,L0076_OP005,5,T01,50.2166,50.5833,50.8,0.3667,0.2167
baseline,EDD,EVT000273,L0023,L0023_OP001,1,T06,4.0,50.5833,51.1666,46.5833,0.5833
baseline,EDD,EVT000274,L0012,L0012_OP001,1,T05,2.0,50.7832,51.5665,48.7832,0.7833
baseline,EDD,EVT000275,L0003,L0003_OP002,2,T08,33.8333,52.4333,53.45,18.6,1.0167
baseline,EDD,EVT000276,L0057,L0057_OP006,6,T07,49.5832,52.5999,53.1166,3.0167,0.5167
baseline,EDD,EVT000277,L0047,L0047_OP003,3,T00,52.4333,53.0833,53.3333,0.65,0.25
baseline,EDD,EVT000278,L0047,L0047_OP004,4,T12,53.3333,53.3333,53.7833,0.0,0.45
baseline,EDD,EVT000279,L0056,L0056_OP005,5,T04,47.6998,50.2999,50.4999,2.6001,0.2
baseline,EDD,EVT000280,L0031,L0031_OP012,12,T11,50.9165,50.9165,51.1498,0.0,0.2333
baseline,EDD,EVT000281,L0037,L0037_OP003,3,T02,49.1332,50.3998,50.8665,1.2666,0.4667
baseline,EDD,EVT000282,L0036,L0036_OP012,12,T01,50.3998,50.8,51.1,0.4002,0.3
baseline,EDD,EVT000283,L0035,L0035_OP002,2,T14,47.7832,51.0,51.5667,3.2168,0.5667
baseline,EDD,EVT000284,L0071,L0071_OP012,12,T09,48.1499,51.0498,51.4165,2.8999,0.3667
baseline,EDD,EVT000285,L0002,L0002_OP003,3,T06,51.6165,51.6165,52.7665,0.0,1.15
baseline,EDD,EVT000286,L0077,L0077_OP006,6,T05,50.7,51.5665,51.9665,0.8665,0.4
baseline,EDD,EVT000287,L0052,L0052_OP002,2,T03,43.7999,51.6165,51.9832,7.8166,0.3667
baseline,EDD,EVT000288,L0046,L0046_OP011,11,T07,50.3498,53.1166,53.5999,2.7668,0.4833
baseline,EDD,EVT000289,L0003,L0003_OP003,3,T00,53.45,53.45,54.8333,0.0,1.3833
baseline,EDD,EVT000290,L0057,L0057_OP007,7,T08,53.1166,53.45,53.7167,0.3334,0.2667
baseline,EDD,EVT000291,L0002,L0002_OP004,4,T04,52.7665,52.7665,54.0165,0.0,1.25
baseline,EDD,EVT000292,L0047,L0047_OP005,5,T10,53.7833,53.7833,54.15,0.0,0.3667
baseline,EDD,EVT000293,L0012,L0012_OP002,2,T02,51.5665,51.5665,53.1832,0.0,1.6167
baseline,EDD,EVT000294,L0056,L0056_OP006,6,T01,50.4999,51.1,51.6833,0.6001,0.5833
baseline,EDD,EVT000295,L0036,L0036_OP013,13,T11,51.1,51.1498,51.3665,0.0498,0.2167
baseline,EDD,EVT000296,L0006,L0006_OP008,8,T09,50.5498,51.4165,52.4498,0.8667,1.0333
baseline,EDD,EVT000297,L0042,L0042_OP004,4,T05,38.6666,51.9665,52.1665,13.2999,0.2
baseline,EDD,EVT000298,L0046,L0046_OP012,12,T03,53.5999,53.5999,54.0666,0.0,0.4667
baseline,EDD,EVT000299,L0031,L0031_OP013,13,T06,51.1498,52.7665,53.1832,1.6167,0.4167
baseline,EDD,EVT000300,L0076,L0076_OP006,6,T07,50.8,53.5999,54.2332,2.7999,0.6333
baseline,EDD,EVT000301,L0053,L0053_OP004,4,T08,50.2333,53.7167,54.1334,3.4834,0.4167
baseline,EDD,EVT000302,L0071,L0071_OP013,13,T12,51.4165,53.7833,54.15,2.3668,0.3667
baseline,EDD,EVT000303,L0023,L0023_OP002,2,T00,51.1666,54.8333,55.2,3.6667,0.3667
baseline,EDD,EVT000304,L0046,L0046_OP013,13,T13,54.0666,54.0666,54.4166,0.0,0.35
baseline,EDD,EVT000305,L0071,L0071_OP014,14,T11,54.15,54.15,54.6,0.0,0.45
baseline,EDD,EVT000306,L0003,L0003_OP004,4,T01,54.8333,54.8333,55.9166,0.0,1.0833
baseline,EDD,EVT000307,L0062,L0062_OP002,2,T05,32.8333,52.1665,52.6832,19.3332,0.5167
baseline,EDD,EVT000308,L0026,L0026_OP012,12,T09,50.2999,52.4498,52.9165,2.1499,0.4667
baseline,EDD,EVT000309,L0031,L0031_OP014,14,T02,53.1832,53.1832,53.8332,0.0,0.65
baseline,EDD,EVT000310,L0036,L0036_OP014,14,T06,51.3665,53.1832,53.7332,1.8167,0.55
baseline,EDD,EVT000311,L0042,L0042_OP005,5,T04,52.1665,54.0165,54.4332,1.85,0.4167
baseline,EDD,EVT000312,L0006,L0006_OP009,9,T03,52.4498,54.0666,55.3833,1.6168,1.3167
baseline,EDD,EVT000313,L0012,L0012_OP003,3,T08,53.1832,54.1334,55.6667,0.9502,1.5333
baseline,EDD,EVT000314,L0037,L0037_OP004,4,T12,50.8665,54.15,54.8167,3.2835,0.6667
baseline,EDD,EVT000315,L0059,L0059_OP006,6,T07,47.9165,54.2332,54.7499,6.3167,0.5167
baseline,EDD,EVT000316,L0020,L0020_OP001,1,T00,18.0,55.2,55.7,37.2,0.5
baseline,EDD,EVT000317,L0032,L0032_OP003,3,T05,34.9,52.6832,53.1499,17.7832,0.4667
baseline,EDD,EVT000318,L0066,L0066_OP014,14,T09,51.0,52.9165,53.5832,1.9165,0.6667
baseline,EDD,EVT000319,L0056,L0056_OP007,7,T06,51.6833,53.7332,54.3165,2.0499,0.5833
baseline,EDD,EVT000320,L0002,L0002_OP005,5,T02,54.0165,54.0165,55.5832,0.0,1.5667
baseline,EDD,EVT000321,L0071,L0071_OP015,15,T10,54.6,54.6,54.95,0.0,0.35
baseline,EDD,EVT000322,L0026,L0026_OP013,13,T13,52.9165,54.4166,55.0499,1.5001,0.6333
baseline,EDD,EVT000323,L0063,L0063_OP002,2,T04,49.7165,54.4332,55.0165,4.7167,0.5833
baseline,EDD,EVT000324,L0076,L0076_OP007,7,T11,54.2332,54.6,54.7833,0.3668,0.1833
baseline,EDD,EVT000325,L0037,L0037_OP005,5,T07,54.8167,54.8167,55.4667,0.0,0.65
baseline,EDD,EVT000326,L0036,L0036_OP015,15,T12,53.7332,54.8167,55.0334,1.0835,0.2167
baseline,EDD,EVT000327,L0072,L0072_OP004,4,T03,46.5166,55.3833,55.8666,8.8667,0.4833
baseline,EDD,EVT000328,L0048,L0048_OP004,4,T08,39.1167,55.6667,55.9167,16.55,0.25
baseline,EDD,EVT000329,L0031,L0031_OP015,15,T00,53.8332,55.7,56.3,1.8668,0.6
baseline,EDD,EVT000330,L0004,L0004_OP003,3,T01,40.9999,55.9166,56.9333,14.9167,1.0167
baseline,EDD,EVT000331,L0017,L0017_OP001,1,T05,12.0,53.1499,54.4999,41.1499,1.35
baseline,EDD,EVT000332,L0012,L0012_OP004,4,T09,55.6667,55.6667,56.0334,0.0,0.3667
baseline,EDD,EVT000333,L0057,L0057_OP008,8,T06,53.7167,54.3165,54.8332,0.5998,0.5167
baseline,EDD,EVT000334,L0059,L0059_OP007,7,T04,54.7499,55.0165,55.3332,0.2666,0.3167
baseline,EDD,EVT000335,L0026,L0026_OP014,14,T12,55.0499,55.0499,55.2666,0.0,0.2167
baseline,EDD,EVT000336,L0032,L0032_OP004,4,T13,53.1499,55.0499,55.6332,1.9,0.5833
baseline,EDD,EVT000337,L0076,L0076_OP008,8,T02,54.7833,55.5832,56.1499,0.7999,0.5667
baseline,EDD,EVT000338,L0027,L0027_OP002,2,T03,20.8667,55.8666,56.3666,34.9999,0.5
baseline,EDD,EVT000339,L0066,L0066_OP015,15,T08,53.5832,55.9167,56.5,2.3335,0.5833
baseline,EDD,EVT000340,L0006,L0006_OP010,10,T00,55.3833,56.3,57.7667,0.9167,1.4667
baseline,EDD,EVT000341,L0037,L0037_OP006,6,T01,55.4667,56.9333,57.45,1.4666,0.5167
baseline,EDD,EVT000342,L0067,L0067_OP007,7,T05,49.6833,54.4999,54.7499,4.8166,0.25
baseline,EDD,EVT000343,L0042,L0042_OP006,6,T06,54.4332,54.8332,55.4665,0.4,0.6333
baseline,EDD,EVT000344,L0057,L0057_OP009,9,T12,54.8332,55.2666,55.7333,0.4334,0.4667
baseline,EDD,EVT000345,L0076,L0076_OP009,9,T04,56.1499,56.1499,56.5666,0.0,0.4167
baseline,EDD,EVT000346,L0072,L0072_OP005,5,T13,55.8666,55.8666,56.4333,0.0,0.5667
baseline,EDD,EVT000347,L0047,L0047_OP006,6,T09,54.15,56.0334,56.4834,1.8834,0.45
baseline,EDD,EVT000348,L0022,L0022_OP008,8,T02,50.3333,56.1499,56.7499,5.8166,0.6
baseline,EDD,EVT000349,L0058,L0058_OP002,2,T03,34.3,56.3666,56.9833,22.0666,0.6167
baseline,EDD,EVT000350,L0037,L0037_OP007,7,T08,57.45,57.45,58.0333,0.0,0.5833
baseline,EDD,EVT000351,L0012,L0012_OP005,5,T01,56.0334,57.45,59.0,1.4166,1.55
baseline,EDD,EVT000352,L0026,L0026_OP015,15,T00,55.2666,57.7667,58.1834,2.5001,0.4167
baseline,EDD,EVT000353,L0058,L0058_OP003,3,T14,56.9833,56.9833,57.25,0.0,0.2667
baseline,EDD,EVT000354,L0022,L0022_OP009,9,T05,56.7499,56.7499,57.1832,0.0,0.4333
baseline,EDD,EVT000355,L0037,L0037_OP008,8,T06,58.0333,58.0333,58.55,0.0,0.5167
baseline,EDD,EVT000356,L0077,L0077_OP007,7,T12,51.9665,55.7333,56.1666,3.7668,0.4333
baseline,EDD,EVT000357,L0023,L0023_OP003,3,T13,55.2,56.4333,56.8166,1.2333,0.3833
baseline,EDD,EVT000358,L0057,L0057_OP010,10,T09,55.7333,56.4834,57.1001,0.7501,0.6167
baseline,EDD,EVT000359,L0012,L0012_OP006,6,T04,59.0,59.0,59.4833,0.0,0.4833
baseline,EDD,EVT000360,L0007,L0007_OP007,7,T02,51.8,56.7499,57.8499,4.9499,1.1
baseline,EDD,EVT000361,L0067,L0067_OP008,8,T03,54.7499,56.9833,57.5666,2.2334,0.5833
baseline,EDD,EVT000362,L0002,L0002_OP006,6,T08,55.5832,58.0333,59.1333,2.4501,1.1
baseline,EDD,EVT000363,L0046,L0046_OP014,14,T00,54.4166,58.1834,58.5167,3.7668,0.3333
baseline,EDD,EVT000364,L0030,L0030_OP002,2,T01,37.9333,59.0,59.1833,21.0667,0.1833
baseline,EDD,EVT000365,L0037,L0037_OP009,9,T11,58.55,58.55,59.15,0.0,0.6
baseline,EDD,EVT000366,L0077,L0077_OP008,8,T07,56.1666,56.1666,56.5333,0.0,0.3667
baseline,EDD,EVT000367,L0052,L0052_OP003,3,T12,51.9832,56.1666,56.5666,4.1834,0.4
baseline,EDD,EVT000368,L0067,L0067_OP009,9,T09,57.5666,57.5666,57.7999,0.0,0.2333
baseline,EDD,EVT000369,L0007,L0007_OP008,8,T05,57.8499,57.8499,59.4999,0.0,1.65
baseline,EDD,EVT000370,L0043,L0043_OP001,1,T03,4.0,57.5666,57.9833,53.5666,0.4167
baseline,EDD,EVT000371,L0017,L0017_OP002,2,T02,54.4999,57.8499,58.7332,3.35,0.8833
baseline,EDD,EVT000372,L0056,L0056_OP008,8,T00,54.3165,58.5167,58.8334,4.2002,0.3167
baseline,EDD,EVT000373,L0072,L0072_OP006,6,T06,56.4333,58.55,59.2167,2.1167,0.6667
